mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label,filename
-277.33902,71.41441,14.88821,41.00213,-12.649421,6.0555344,-5.872157,-5.4635496,-9.228302,-7.6024795,-7.804583,-2.2857983,-9.224092,female,female_3245.wav
-286.52805,56.9093,16.696,26.457655,-18.94393,10.792483,-17.3677,8.100929,-16.57326,-5.359193,-12.321297,-3.4286718,-3.1557772,female,female_3246.wav
-254.85356,75.83356,5.3828077,23.872168,-15.941486,-4.867988,-14.075278,-13.234783,-15.918369,-8.921749,-5.9056187,-5.7984033,-4.3007445,female,female_3247.wav
-254.49738,84.053566,6.051849,33.475067,-9.622869,1.0879887,-14.175565,-4.242361,-9.946461,-0.72194403,-9.496739,1.1420417,-2.0972362,female,female_3248.wav
-334.517,51.069084,3.163339,32.889366,-3.9214754,7.7126,-2.0847113,-12.511536,1.2097561,-8.537832,-4.5289907,-1.1157202,-5.255656,female,female_3249.wav
-228.7816,70.63281,30.896557,39.368668,-9.721253,-0.35890216,-7.7367787,-4.1817217,-17.064753,-5.1239133,-6.717316,-4.156952,-5.0631757,female,female_325.wav
-294.4577,68.74548,14.998314,27.880447,-8.672756,5.773444,-9.117375,-9.229182,-15.112648,-9.458402,-6.5361204,-4.3202095,-5.151341,female,female_3250.wav
-253.87971,79.165405,3.4681866,30.298609,-12.98075,0.86888826,-18.642803,-0.96591383,-3.243391,2.2920885,-14.585407,7.882103,-9.86295,female,female_3251.wav
-240.51105,65.612015,7.741183,31.732553,-8.837479,4.2780285,-5.6120048,-4.5440006,-6.6699114,-3.5806317,-9.442905,-0.55059093,-8.702158,female,female_3252.wav
-259.2473,62.381958,10.214138,32.402885,-11.988551,5.2093983,-4.8602476,-2.5359774,-6.952473,-6.0005813,-9.622932,0.60915375,-11.614196,female,female_3253.wav
-265.44333,57.294758,3.882719,36.157143,-18.94584,-0.8781349,-20.156652,9.062494,-18.686464,-3.2373397,-9.78506,-4.9364944,-1.833288,female,female_3254.wav
-281.81723,68.03833,14.880125,28.772934,-12.860034,1.4420832,-15.8822,-10.142136,-16.302374,-8.611897,-6.9650545,-3.48169,-4.775143,female,female_3255.wav
-260.89066,78.593834,5.0135255,36.274097,-6.0756626,2.0425355,-16.8939,-6.0420055,-11.075346,-5.1461487,-8.319291,-2.4086728,-3.7609282,female,female_3256.wav
-283.2543,61.582924,-5.3077426,47.371655,-5.4286604,6.9889517,-9.535031,-21.399073,-4.3002844,-16.795656,-10.816184,-3.5607314,-8.586005,female,female_3257.wav
-307.21646,78.810684,3.5555332,37.742943,-11.917511,1.3874334,-13.892695,-10.655422,-15.453704,-12.041049,-4.907358,-6.7220817,-3.6500485,female,female_3258.wav
-257.1838,80.809326,8.330878,33.5686,-10.398967,-0.46721062,-20.890732,-1.2071643,-7.980242,-1.5228868,-13.438841,5.785653,-7.7761054,female,female_3259.wav
-239.80745,67.92485,7.0883274,47.812084,-19.951376,-4.1629467,-17.916662,-7.1581,-12.681151,-2.7074296,-7.5496526,-2.6102092,0.6201225,female,female_326.wav
-253.2945,67.07353,11.9947815,39.24477,-6.8901563,5.8618736,-7.6684003,-2.8675373,-6.8676534,-9.196719,-9.381712,-1.467993,-10.213642,female,female_3260.wav
-313.70886,68.187035,3.035179,35.375633,-17.969122,2.0305915,-17.1028,5.2405267,-15.643287,-1.6608146,-13.079587,-6.5548387,0.1733528,female,female_3261.wav
-306.4518,81.62914,8.764912,18.696861,-20.646242,0.58044,-12.078762,-8.805817,-15.636414,-2.9347448,-5.857845,-8.285797,1.0754762,female,female_3262.wav
-237.40999,84.56409,-16.301561,32.505093,-25.596283,7.5558558,-23.714622,13.316287,-11.795071,0.7500444,-12.184087,-2.600053,-3.3332934,female,female_3263.wav
-296.20822,88.847244,9.777739,24.645025,-1.8025173,3.2259846,-7.7326775,-6.419553,-12.97934,3.0453403,-11.042303,-6.326171,-1.3632066,female,female_3264.wav
-441.0058,71.81907,14.594744,24.102879,-0.7214336,10.369269,6.2402797,-4.122523,5.28321,1.6088408,-0.36578614,-3.0625103,-3.2182274,female,female_3265.wav
-394.8953,61.663254,15.0246,29.66443,-1.9339566,6.109861,-3.3687048,-5.8602786,-8.617104,-5.196045,-4.9582458,-4.833955,-3.5487823,female,female_3266.wav
-307.7302,84.861626,3.342779,26.919018,-6.677284,3.5415323,-8.433419,4.0700803,-1.7030883,4.2163305,-12.381211,3.525731,-10.195451,female,female_3267.wav
-325.75912,83.64169,1.13948,24.157534,-9.178922,6.0158863,1.2605827,-0.55673575,-5.658896,-1.0300211,-7.20991,-6.574414,-10.616342,female,female_3268.wav
-242.36899,53.715225,3.0306883,30.137947,-15.483619,0.16150185,-20.792263,7.7684965,-19.838562,-3.1934078,-15.523963,-5.22142,-8.783863,female,female_3269.wav
-383.54617,48.508995,10.102355,41.88924,-2.6412485,9.938236,5.3486724,-6.9924917,-4.2201424,-9.881695,-4.60472,-3.150652,-10.716302,female,female_327.wav
-216.18785,60.956196,12.570514,14.179137,-7.537966,-2.4504566,-13.70876,-6.796805,-17.034111,-2.1336033,-7.079776,-2.6655235,-4.71539,female,female_3270.wav
-226.66312,78.03596,8.285795,22.466883,-3.7414672,-1.353258,-14.394359,-3.513758,-13.401469,3.986526,-9.858422,-3.2014894,-5.1889324,female,female_3271.wav
-320.27924,52.338497,-1.6684161,25.971384,-7.604333,8.474774,-3.4946578,-11.6709175,-2.3790588,-3.2551396,-6.60726,-2.22464,-7.099852,female,female_3272.wav
-298.51917,65.89842,5.459142,25.711042,-2.2750342,-0.30608764,-14.375438,-8.714256,-10.459671,-5.8676205,-10.723596,-4.2853947,-4.822674,female,female_3273.wav
-211.40338,100.02896,3.2838697,22.610014,-5.9072604,0.30833757,-4.734709,-6.997879,-8.175203,-0.3729604,-6.0884075,-5.613424,-4.563741,female,female_3274.wav
-220.53366,72.51852,7.0571136,21.954094,-9.261631,-1.4550445,-19.090164,-0.66935635,-9.211153,6.3635945,-17.486437,7.068742,-9.509176,female,female_3275.wav
-255.0874,53.319916,18.042055,24.874859,-3.7030413,5.2657585,-7.134968,2.4928672,-6.7398553,-4.571272,-10.417037,0.3334435,-10.077172,female,female_3276.wav
-275.93576,55.113224,3.3655083,29.343071,-26.867737,1.646606,-19.15191,13.859931,-19.288044,-2.9989665,-10.829251,-4.861503,-6.0162816,female,female_3277.wav
-249.30063,76.71889,3.6409175,14.738504,-17.229795,-0.038359724,-11.078473,-9.421098,-11.569161,-5.56003,-8.720236,-3.9351857,-3.3527944,female,female_3278.wav
-269.64917,88.02994,-1.2536105,25.40131,-12.352535,-5.8534884,-11.694868,-9.599194,-9.679983,-3.1239395,-13.633524,-1.0879151,-5.6625957,female,female_3279.wav
-318.9649,69.9514,12.017979,38.119072,-9.179357,-1.9472876,-7.6659074,-12.084658,-16.483973,-9.3364935,-9.299579,-10.049937,-5.157404,female,female_328.wav
-308.334,61.41578,-6.0616674,28.314892,-12.942783,5.8741593,-1.0862075,-15.219335,4.1399803,-5.162722,-9.264585,-2.0228953,-8.511269,female,female_3280.wav
-303.85303,76.58622,0.26000315,39.52848,-8.648668,-7.6183276,-15.569055,-7.2009344,-12.779885,-6.2904825,-9.314359,-2.001179,-4.261062,female,female_3281.wav
-233.8396,90.69937,4.608824,25.39172,-17.917559,0.49262652,-15.129912,4.7091327,-1.0961174,1.7759049,-15.801976,9.118518,-13.146933,female,female_3282.wav
-256.03934,73.18663,2.3484874,25.413652,-15.664249,5.7032566,-9.286742,1.5053241,-3.1754706,-6.637174,-12.002228,-2.2710586,-11.563505,female,female_3283.wav
-300.44244,57.03118,4.673606,30.075438,-19.062494,3.8009071,-18.260752,8.43534,-16.36281,-2.4142542,-14.390012,-2.2411451,-3.2358944,female,female_3284.wav
-246.52618,95.28391,-19.834257,31.469631,-19.8817,-6.6438537,-11.046612,-11.603802,-3.7502794,-2.918015,-3.5639865,-5.309594,-0.97525775,female,female_3285.wav
-279.3974,74.64066,11.233287,24.73295,-15.521488,-8.710351,-15.664264,-11.155891,-17.160671,-9.035835,-5.8332763,-6.2635703,-0.5843097,female,female_3286.wav
-293.63818,88.71633,2.6991038,27.230967,-11.24094,-0.6259157,-12.089984,-2.5875823,-6.1989174,-3.6931174,-9.526326,-3.235367,-0.8502365,female,female_3287.wav
-284.43234,73.58345,-3.3090591,35.467953,-8.176484,3.9945438,-6.97422,-19.811386,-0.49235418,-12.925758,-10.395882,-3.8078315,-10.481015,female,female_3288.wav
-289.7624,72.4694,9.785877,38.471035,-12.863427,1.2313609,-19.146683,-9.795179,-16.732613,-6.69556,-9.0533495,-7.645038,-4.6302967,female,female_3289.wav
-233.55594,67.5728,20.63315,34.874302,-12.946183,2.4438193,-8.734999,-0.0051121395,-13.828063,3.726242,-14.839387,6.892721,-10.551915,female,female_329.wav
-269.54163,78.83707,9.142596,28.009203,-12.681785,0.66773003,-17.006245,3.010215,-4.266172,0.3672492,-16.24836,5.5785675,-11.659364,female,female_3290.wav
-276.5329,78.3494,9.632862,30.498552,-9.673387,5.1674657,-7.963204,-1.0251099,-6.37984,-8.634429,-9.163389,-3.328,-8.295317,female,female_3291.wav
-266.20792,54.562,-2.4305258,34.27362,-27.321218,2.0274312,-21.083307,8.183522,-19.356329,-5.507882,-14.941225,-7.6935096,-6.2994123,female,female_3292.wav
-274.3196,77.01312,11.361923,22.832655,-11.104319,-4.97496,-16.684517,-5.30816,-17.58293,-6.430668,-7.5963607,-3.958267,-5.3293695,female,female_3293.wav
-237.54709,83.06573,-0.8466107,26.569336,-10.697215,-1.1812849,-15.360125,-3.5011196,-8.264109,-3.0721793,-12.9173355,-1.8940839,-5.5824227,female,female_3294.wav
-270.45026,70.61195,-10.934075,32.279453,-8.525176,8.385631,-8.774361,-16.454548,0.1376485,-9.936377,-8.777203,-4.9457207,-7.1219144,female,female_3295.wav
-326.2803,80.39113,-21.345888,27.404398,-18.29947,4.9959583,-5.783828,-16.50027,0.115131676,-4.4263473,-12.495556,2.4552898,-12.963092,female,female_3296.wav
-267.04895,75.35116,-3.1335244,33.257305,-13.969806,-2.2793589,-14.492221,-10.545151,-15.273771,-10.736142,-11.361297,-5.959939,-7.4091315,female,female_3297.wav
-234.04285,78.85724,-2.29184,26.605255,-9.03727,-1.4216394,-16.415878,5.6908593,-2.0386686,-2.3970633,-16.218683,6.1106424,-13.065799,female,female_3298.wav
-254.16362,75.637085,3.095484,27.773842,-9.210198,4.633511,-4.128635,2.0291698,-4.4354815,-5.600596,-10.390729,0.12407175,-13.237032,female,female_3299.wav
-296.60385,72.32873,4.9329686,11.504082,3.4723618,8.292379,-2.7858243,-9.779562,-0.4884246,-5.6342597,-3.6339688,3.457227,-7.942742,female,female_33.wav
-291.47366,59.979256,22.328918,45.78373,-11.940335,3.4415777,-1.1947929,-4.9907255,-13.483244,-9.2092905,-6.5491667,-3.0119345,-7.3334546,female,female_330.wav
-253.00339,73.15973,-12.034036,13.220861,-25.409517,9.679472,-26.03512,7.3024163,-10.473986,-2.1779892,-15.019901,-5.895835,-7.41751,female,female_3300.wav
-255.84984,82.72141,1.7300406,17.913649,-13.482299,-3.8946218,-14.452826,-9.480892,-10.458036,-6.511979,-3.0858634,-5.355805,-2.3828812,female,female_3301.wav
-248.0544,99.218925,-8.764523,19.749212,-13.627639,3.0363522,-15.392613,-5.107193,-6.468639,0.50193274,-6.6197667,-2.6822593,-3.7221384,female,female_3302.wav
-265.17215,90.00498,-23.146301,32.544525,-14.94005,4.2572975,-7.0589914,-22.148088,-0.58383286,-8.821025,-7.5023403,-3.1524372,-9.514195,female,female_3303.wav
-293.16913,84.5681,-2.972952,19.45831,-20.706347,6.589408,-16.02917,-12.113305,-10.013033,-5.9664545,-8.123993,-2.6136088,-3.4900055,female,female_3304.wav
-239.44946,94.56545,-3.729434,14.331456,-17.144127,6.0831013,-18.509657,5.1748548,-1.5713001,5.0876803,-15.526165,6.3372073,-14.21466,female,female_3305.wav
-230.86934,97.8364,-12.68892,20.944092,-18.769623,10.558251,-7.8643193,-3.5386293,-0.06359022,-6.27342,-9.787274,-1.1700447,-12.212782,female,female_3306.wav
-292.54523,79.139046,-20.921339,32.897182,-16.855833,-1.9967669,-20.22187,-8.742777,-11.608703,0.2101245,-9.51037,-7.0259247,-4.3195267,female,female_3307.wav
-258.77527,57.155563,-1.5260237,25.184525,-30.934553,5.2905335,-21.70856,4.4003367,-17.552969,-0.8051495,-10.714741,-7.9379964,-2.1656253,female,female_3308.wav
-263.76407,61.50448,15.438785,23.036768,-15.691589,2.568361,-20.278202,-14.40452,-19.388128,-9.56287,-3.324829,-6.1820297,-0.01033488,female,female_3309.wav
-272.39105,54.38148,4.270963,33.949257,-22.259937,9.587785,-15.296781,10.95807,-22.310455,0.76379347,-17.398453,-4.566291,-2.1796591,female,female_331.wav
-260.15604,72.24009,4.948167,27.58004,-8.721572,-1.4213718,-15.406952,-6.8956037,-11.405631,-4.613257,-6.438129,-3.8554182,-3.744657,female,female_3310.wav
-330.39737,61.2126,1.197853,30.231215,-5.1798368,5.700477,0.5831953,-16.014734,-2.2283852,-6.4731383,-4.4852757,-3.7815745,-5.6697917,female,female_3311.wav
-296.23212,72.24013,5.708343,20.183762,-17.271124,0.28648186,-12.630814,-10.263379,-13.411724,-3.962436,-6.2942104,-4.6878977,-4.493517,female,female_3312.wav
-254.41528,77.88905,-2.6137886,25.413275,-13.645436,2.9697256,-19.123552,0.73118204,-2.5610058,5.4347997,-10.695266,6.1619353,-5.9056835,female,female_3313.wav
-264.34543,57.339912,14.10171,26.579193,-14.598533,9.325357,-7.734101,-4.9540877,-7.8195105,-5.9498315,-6.006096,-1.0056078,-6.7953253,female,female_3314.wav
-300.7902,62.990707,-2.94877,33.20039,-20.647394,2.3058138,-15.764501,4.908106,-15.048971,-5.937846,-8.948268,-8.429101,-1.4913963,female,female_3315.wav
-275.4489,89.89972,-2.4703171,27.80394,-10.845919,-6.520329,-13.476186,-9.933978,-13.308028,-13.243038,-2.208396,-7.579605,-2.6194408,female,female_3316.wav
-239.16176,100.677025,-16.531683,39.753727,-12.223405,-2.605637,-17.355146,-5.1922708,-7.0350285,-7.2135963,-6.6250997,-3.7339785,-3.0029929,female,female_3317.wav
-274.3369,82.66689,-14.586834,19.319077,-10.190991,6.918038,-12.717565,0.9219403,0.86073714,6.445981,-12.977387,6.3298454,-10.605396,female,female_3318.wav
-318.5717,83.14186,-26.647491,44.755527,-11.582555,-3.5562832,-3.9030974,-20.456902,-1.6776567,-18.958227,-8.567402,-3.6669152,-14.57781,female,female_3319.wav
-221.06938,90.560715,-5.0726647,20.065668,-12.796734,4.322074,-23.123238,-12.923287,-2.6522336,1.5773963,-7.2223024,-0.0642334,-1.8473114,female,female_332.wav
-286.27216,90.73925,-4.5149956,32.111744,-15.595559,1.9198598,-15.805047,-13.754987,-13.415677,-11.149454,-9.54589,-10.478919,-3.730741,female,female_3320.wav
-249.47952,102.166046,-7.2230105,31.118198,-11.516563,-2.00954,-21.07401,1.6554972,-7.2942677,-1.9644942,-12.634815,1.487115,-11.863034,female,female_3321.wav
-270.00357,94.50882,-8.269074,40.350048,-10.657972,3.951983,-8.46858,-3.6354535,-4.118141,-13.554864,-6.3978963,-5.1616025,-10.035544,female,female_3322.wav
-282.49963,57.389385,-0.8157352,38.224197,-30.077316,3.8105102,-19.231607,4.3896437,-17.629358,-2.7582188,-13.331352,-7.951204,-5.3611593,female,female_3323.wav
-228.13394,79.15062,5.899585,17.02994,-10.306432,-3.627071,-14.623129,-9.483158,-15.147645,-0.6102037,-6.9345455,-6.487117,-6.230304,female,female_3324.wav
-216.1629,86.842285,-10.055154,27.226196,-14.331729,-1.4666008,-16.48011,-1.9887276,-9.529271,-1.1639439,-8.4387665,-2.123072,-5.619439,female,female_3325.wav
-248.14668,78.02303,-23.672052,32.7005,-12.838402,0.012309755,-5.535933,-21.656641,-1.9756259,-9.247767,-9.332893,-1.8693634,-14.072198,female,female_3326.wav
-245.15335,78.145584,-8.253356,29.098604,-24.347982,3.7599094,-20.29669,-11.654774,-17.448128,-6.1746078,-9.363497,-9.800523,-3.3959992,female,female_3327.wav
-235.32161,89.01765,-8.01006,21.034674,-16.249992,2.9121504,-22.338444,2.4641895,-2.260446,3.8594275,-14.936993,5.569423,-11.1687565,female,female_3328.wav
-284.41376,86.09996,-10.233469,28.832941,-16.742613,7.5466475,-5.5886827,-6.0339046,-1.1934303,-5.832247,-6.730705,-4.8108234,-8.18645,female,female_3329.wav
-234.16068,86.4922,17.212542,32.18388,-4.551724,-1.9515507,-10.418668,0.40887356,-16.203646,-1.4964905,-5.9128895,-1.0792304,-5.928084,female,female_333.wav
-228.7399,84.758896,-3.9099474,24.480522,-16.664925,6.2332435,-7.0069904,-3.8138516,-6.9962025,-8.277846,-9.799072,-4.848115,-10.657515,female,female_3330.wav
-251.78683,76.42219,-16.39713,22.934414,-35.838036,8.497433,-15.530382,5.607393,-12.082476,-3.6263826,-9.716989,-6.3476434,-7.2174125,female,female_3331.wav
-212.58546,74.55565,-11.138696,13.271099,-20.843298,-3.391424,-18.602613,-11.13182,-13.83805,-2.7702675,-5.3920093,-7.5835667,-3.957985,female,female_3332.wav
-247.04942,103.419685,-19.369324,16.605562,-17.222275,6.675178,-15.426376,-2.1348598,-8.576763,-1.4399521,-6.0100822,-9.457059,-2.1660717,female,female_3333.wav
-312.0776,80.21324,-15.858679,20.362411,-11.994424,7.497475,-0.15711023,-17.758467,4.1106644,-4.225239,-3.866929,-4.577214,-9.89245,female,female_3334.wav
-275.22055,93.11276,-12.009344,23.158567,-21.661926,-0.11856396,-12.818433,-8.436587,-11.208924,-5.773205,-5.1607523,-5.446529,-1.1006547,female,female_3335.wav
-228.69234,92.5697,-8.2415085,16.449015,-17.208279,7.2707696,-18.719631,2.58455,-4.38059,5.3892565,-21.444138,6.560295,-13.781564,female,female_3336.wav
-240.07932,89.92275,-9.224585,25.424162,-13.971981,8.826784,-3.2439902,-1.7209193,-5.1084704,-5.69541,-8.745314,-4.3236866,-7.414586,female,female_3337.wav
-221.49579,59.097607,-22.144573,29.398258,-38.200813,-3.500881,-21.284048,11.897447,-14.036871,-1.0280389,-13.996717,-9.760935,-6.250377,female,female_3338.wav
-224.44238,69.347046,-9.157775,26.974218,-17.689835,-13.66907,-14.143836,-7.2679653,-12.675611,-7.9087033,-5.158244,-4.9185944,-6.870682,female,female_3339.wav
-232.48035,77.86773,4.942284,30.438595,-10.829815,-0.98768604,-20.024786,-5.441052,-11.992882,1.0401242,-9.279344,-1.3642205,-3.5138927,female,female_334.wav
-292.36835,108.63801,-1.5739331,15.892919,-18.216637,2.7869875,-23.252892,-14.924824,-12.3683405,-4.5473676,-8.031586,-9.119725,-0.41171488,female,female_3340.wav
-225.59473,67.681404,-10.482841,41.358284,-32.562237,3.3828957,-21.155643,6.623281,-19.850576,-2.0097132,-11.904453,-4.520263,-3.603796,female,female_3341.wav
-217.41148,91.22553,-21.669167,21.42408,-18.469326,-0.37920478,-16.837421,0.08361576,-8.404279,1.251034,-9.146393,-4.7099037,-4.083618,female,female_3342.wav
-315.07202,65.9306,-18.190628,30.278042,-11.15989,2.315371,-4.315292,-11.432601,4.850927,-7.9339514,-2.7004013,-2.8985376,-8.013073,female,female_3343.wav
-262.81604,66.25652,-18.202291,31.435448,-23.225098,-1.1511964,-20.08868,-12.776452,-11.361827,-7.327635,-5.0203314,-7.0323553,-6.452564,female,female_3344.wav
-217.38081,84.77357,-15.91964,26.248367,-23.49252,2.0648656,-18.22259,10.118355,-1.0171806,4.511341,-17.453327,6.902463,-16.014263,female,female_3345.wav
-239.7168,79.79119,-17.538948,28.050179,-17.007326,7.235831,-5.3975916,1.4775214,-1.820307,-7.6233163,-11.547065,-7.412299,-11.007659,female,female_3346.wav
-261.64844,73.129814,-4.6844916,23.600594,-27.736776,9.575812,-22.485632,2.829917,-20.904253,-6.857578,-12.560279,-4.913132,-3.5013933,female,female_3347.wav
-237.59505,67.30269,15.880999,7.2213755,-11.375165,-5.326335,-13.295648,-16.2907,-15.700562,-5.541537,-8.065352,-6.6190786,-6.1853037,female,female_3348.wav
-219.02428,85.7841,5.1369967,19.216393,-16.650593,4.8409276,-16.512766,-5.985174,-12.797466,-0.23223506,-8.107687,-6.1934767,-3.5774636,female,female_3349.wav
-289.33026,62.696056,-1.9010613,38.56686,-5.7137313,9.595251,-2.9507327,-7.01004,0.255038,-10.171286,-6.824674,-4.030666,-9.540709,female,female_335.wav
-269.15695,68.92816,-12.859595,26.34717,-14.3651,3.5709667,-4.5527167,-30.182148,-5.977443,-13.497284,-13.778846,-1.2358917,-15.624024,female,female_3350.wav
-294.96072,77.17084,-0.60809094,24.968327,-14.205593,-4.7224317,-19.197323,-14.704315,-14.8467,-8.790146,-9.547798,-7.479766,-4.1127434,female,female_3351.wav
-211.99794,81.9934,21.1152,33.56998,-7.6203766,-7.103309,-7.955833,-2.0339603,-13.504343,-2.3509681,-5.0367947,-1.6587107,-6.1527386,female,female_3352.wav
-238.44489,88.94158,12.927577,12.775794,-14.207556,8.2081375,-21.463505,-5.232286,-7.8199916,4.4983325,-17.505703,9.155858,-13.560324,female,female_3353.wav
-262.91046,73.599915,6.2988977,26.012934,-13.686237,9.748216,-7.916548,-4.7579064,-9.095263,-6.87755,-9.269733,-3.2956417,-8.172885,female,female_3354.wav
-315.61627,77.87964,9.834756,27.253582,-11.642813,3.0719273,-11.399492,4.8528547,-13.05527,-3.5183802,-11.266643,-3.1042855,-3.2339563,female,female_3355.wav
-297.6774,72.837166,12.519023,22.325014,-6.0542855,-12.04035,-12.191436,-12.936914,-14.857656,-8.284213,-3.4752598,-6.528867,-3.5965202,female,female_3356.wav
-291.48093,85.75707,-1.5729709,25.37466,-1.3880717,-4.525826,-11.122965,-0.79898226,-4.2235384,-2.360391,-4.4851418,-3.4769137,-1.3638551,female,female_3357.wav
-259.1105,76.183334,-19.425179,36.724957,-3.5206285,0.9383698,-4.0989394,-20.410759,-1.8815213,-11.708447,-10.117034,-4.1773076,-8.965414,female,female_3358.wav
-315.28433,81.24508,7.330132,30.376617,-11.401844,0.023742134,-15.628468,-15.82748,-12.945371,-10.348243,-10.788081,-8.61211,-5.299394,female,female_3359.wav
-298.9921,64.20104,3.1652868,35.329407,-14.080289,0.49521685,-10.786107,-10.631132,-17.912397,-10.794513,-8.316712,-9.676914,-6.3521085,female,female_336.wav
-227.42116,83.92423,2.0790436,32.54087,-9.536807,-1.9400892,-16.409763,5.8833766,-7.8574696,1.4952846,-15.235981,3.8295143,-12.546016,female,female_3360.wav
-278.99323,78.569534,2.387123,32.377716,-7.2109685,2.5783987,-4.103464,-0.42540827,-4.8068213,-7.4488096,-7.5463696,-3.254796,-9.118535,female,female_3361.wav
-280.26703,57.996845,2.9572392,30.583237,-26.240688,6.8343277,-14.163047,6.939995,-16.888494,-3.0514207,-12.80529,-5.381941,-6.979648,female,female_3362.wav
-221.9174,76.10302,-15.150402,39.884182,-18.76639,-10.32537,-13.66994,-11.4409,-6.1132197,-9.327669,-4.551892,-5.1071944,-4.15169,female,female_3363.wav
-242.09583,76.16034,23.470032,22.215574,-14.848442,-7.9170604,-13.354083,-10.446558,-14.273481,-10.744891,-8.200402,-6.4690666,-3.2944736,female,female_3364.wav
-233.244,94.99882,-7.9081926,36.865494,-16.89824,-2.6521146,-17.60202,-3.2916212,-5.810518,-3.8474352,-11.697466,-3.4855494,-1.4655387,female,female_3365.wav
-248.85579,71.76259,-14.347693,39.490776,-10.619582,2.1154587,-5.551631,-20.632818,-1.3332869,-13.802263,-12.748871,-0.62926096,-12.17885,female,female_3366.wav
-285.3953,73.46944,-1.1497611,35.01892,-15.896082,-0.96975577,-20.578962,-12.777504,-15.297175,-9.777948,-11.894807,-8.02425,-6.9584503,female,female_3367.wav
-251.02122,86.062996,10.833748,31.156195,-15.997479,1.697117,-12.138537,2.2443244,-6.331405,-1.3184443,-15.395072,4.476453,-12.664337,female,female_3368.wav
-265.43982,75.99162,8.027514,35.37413,-11.701235,3.6934404,-4.2968287,-2.0939538,-6.751245,-9.878473,-9.250961,-2.2956724,-10.6972,female,female_3369.wav
-241.44237,72.69476,10.233215,27.247427,-12.72742,0.35864997,-18.106424,1.364161,-9.029882,2.1430705,-19.472845,5.881971,-12.558136,female,female_337.wav
-253.87474,53.359024,-0.7636233,30.774887,-23.925964,0.98836696,-19.562294,5.6614614,-18.408148,-6.8516846,-12.122041,-6.3217025,-3.2580702,female,female_3370.wav
-263.47272,68.657036,24.668924,31.251276,-6.659854,-11.1576,-16.13844,-8.465996,-15.146681,-10.786894,-6.116374,-1.9063936,-4.820074,female,female_3371.wav
-272.76468,70.57595,14.650784,32.624424,2.5678937,-6.767069,-19.042355,-3.4644063,-12.231099,-7.9458137,-11.005897,-1.569311,-4.192033,female,female_3372.wav
-302.8717,56.205017,4.5659165,38.602737,2.043903,6.5780673,-7.4858513,-12.500985,-2.204029,-10.482538,-6.586876,-2.2142987,-4.924286,female,female_3373.wav
-278.17618,70.963104,-17.448236,43.079536,-10.157086,0.96372837,-4.8681426,-13.090863,-7.540919,-17.336912,-10.565087,-2.962441,-13.058757,female,female_3374.wav
-308.05188,67.62831,9.13587,28.503325,-11.794314,1.0239352,-13.245797,-10.069386,-15.937069,-8.035182,-8.202949,-4.978909,-2.6658542,female,female_3375.wav
-230.45438,82.24494,9.797118,30.595087,-5.972934,-1.9102799,-26.597486,-0.34803814,-6.674495,1.8471621,-11.703017,4.2802415,-1.7717557,female,female_3376.wav
-256.346,66.886986,16.521711,33.997997,-3.4143178,-0.26221055,-7.578902,-2.5265698,-7.9407334,-9.429469,-8.91379,-0.78476495,-8.844772,female,female_3377.wav
-266.75168,57.367184,-4.7193904,27.992088,-20.8321,-0.6809256,-20.11273,6.4919972,-13.72097,-3.0154011,-13.78859,-4.4399343,-5.185168,female,female_3378.wav
-235.27026,73.05278,8.504576,17.873678,-11.369468,-7.7025814,-16.519335,-14.756293,-14.468273,-10.216365,-5.793969,-5.3086114,-6.0793123,female,female_3379.wav
-285.02164,71.38168,4.3166146,33.39019,-11.657019,6.15303,-4.578856,-0.060778357,-8.661258,-8.378567,-7.537681,-5.545286,-9.627705,female,female_338.wav
-229.90477,90.37086,-1.4357556,25.964079,-10.541416,0.7599818,-19.714184,-5.946286,-10.782716,-5.208908,-11.787291,-0.8735694,-4.591005,female,female_3380.wav
-336.39224,66.84951,-2.2241983,34.333904,-3.6360059,7.477914,-3.188596,-12.907867,-0.13821763,-4.217349,-5.906263,2.70655,-7.9713645,female,female_3381.wav
-280.3814,72.01977,-6.2001967,34.76303,-13.754444,-0.8828081,-18.543703,-7.5886955,-16.118414,-6.868288,-10.141756,-4.333625,-5.626274,female,female_3382.wav
-233.6963,87.14932,8.555551,19.659988,-7.545606,0.22389415,-21.942726,-2.208672,-4.941034,2.7128518,-14.334619,6.396965,-9.268581,female,female_3383.wav
-249.47795,81.15763,8.44605,26.157753,-9.52395,8.768637,-8.360489,-1.7549678,-6.571271,-7.1174917,-8.11903,-1.713921,-10.181726,female,female_3384.wav
-259.7065,69.43241,-10.034137,36.07009,-18.476198,-6.1792135,-20.93421,-12.546775,-20.368895,-2.7348633,-9.770461,-6.963125,-5.757016,female,female_3385.wav
-292.26993,57.218197,10.962299,22.974098,-18.512754,-1.6486417,-19.336386,4.4589624,-16.757074,-4.5107784,-8.621482,-3.5928545,-3.0770485,female,female_3386.wav
-253.72005,60.779583,22.197706,3.7251222,-6.154168,5.1069393,-15.175467,-11.528233,-12.994247,1.1645024,-6.370621,-5.231942,0.06699539,female,female_3387.wav
